Symbol_HGNC	GenePanel
HARS1	BLIND (AR);DOOF (AR);HMSN (AD/AR);OMIM (AD,AR);PCS (AR)
HARS2	DOOF (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
HAVCR2	OMIM (AR);TUMOR (AR)
HAX1	BMF (AR);IMMUUN (AR);MR (AR);OMIM (AR);PCS (AR);TUMOR (AR)
HBA1	OMIM (AD)
HBA2	OMIM (AD)
HBB	OMIM (AD,AR);PCS (AR)
HBD	OMIM (UK,AD,AR,XL,YL)
HBG1	OMIM (AD)
HBG2	OMIM (AD)
HCCS	BLIND (XL);DERM (XL);MR (XL);OMIM (XLD);OXPHOS (XL)
HCFC1	EPI (XL);MR (XL);OMIM (XLR)
HCN1	EPI (AD);MR (AD);OMIM (AD)
HCN2	HART (AD)
HCN3	HART (AD)
HCN4	ANEURYSM (AD);HART (AD);OMIM (AD)
HCRT	OMIM (AD)
HDAC4	LENGTE (AD);MR (AD)
HDAC6	MR (XL);OMIM (XLD)
HDAC8	DERM (XL);LENGTE (XL);MR (XL);OMIM (XLD)
HECW2	MR (AD);OMIM (AD)
HELLS	IMMUUN (AR);OMIM (AR);PCS (AR)
HEPACAM	MR (AD,AR);OMIM (AD,AR);PCS (AR)
HEPH	IJZER (XL)
HEPHL1	OMIM (AR)
HERC1	MR (AR);OMIM (AR);PCS (AR)
HERC2	DERM (AD/AR);MR (AR);OMIM (AR);PCS (AR)
HES7	LENGTE (AR);OMIM (AR);PCS (AR)
HESX1	HH (AR,AD);LENGTE (AD,AR);MR (AR);OMIM (AD,AR);PCS (AR)
HEXA	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
HEXB	BEWEGING (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
HEY2	ANEURYSM (AD);CHD (AD);HART (AD)
HFE	HART (AR);IJZER (AR);LEVER (AR);METAB (AR);OMIM (AR);PCS (AR)
HFM1	OMIM (AR);PCS (AR)
HGD	METAB (AR);OMIM (AR);PCS (AR)
HGF	DOOF (AR);OMIM (AR);PCS (AR)
HGSNAT	BLIND (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
HIBADH	METAB (AR)
HIBCH	METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
HIKESHI	OMIM (AR);PCS (AR)
HINT1	HMSN (AR);OMIM (AR);PCS (AR)
HIVEP2	MR (AD);OMIM (AD)
HJV	HART (AR);IJZER (AR);OMIM (AR);PCS (AR)
HK1	BEWEGING (AD);BLIND (AD);HMSN (AR);METAB (AR);OMIM (AD,AR);PCS (AR)
HLCS	DERM (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
HMBS	DERM (AD/AR);HMSN (AD);METAB (AR);OMIM (AD)
HMGA2	LENGTE (AD)
HMGB3	DERM (XL);OMIM (XL)
HMGCL	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
HMGCS2	METAB (AR);OMIM (AR);PCS (AR)
HMOX1	ANEURYSM (AD);IJZER (AR);IMMUUN (AR);METAB (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
HMX1	BLIND (AR);OMIM (AR);PCS (AR)
HNF1A	METAB (AD);OMIM (AD);TUMOR (AD)
HNF1B	LEVER (AD);NIER (AD);OMIM (AD)
HNF4A	METAB (AD);NIER (AD);OMIM (AD)
HNMT	MR (AR);OMIM (AR);PCS (AR)
HNRNPA1	OMIM (AD)
HNRNPA2B1	OMIM (UK,AD,AR,XL,YL)
HNRNPDL	OMIM (AD)
HNRNPH2	MR (XLD);OMIM (XLD)
HNRNPK	MR (AD);OMIM (AD)
HNRNPU	EPI (AD);MR (AD);OMIM (AD)
HOGA1	METAB (AR);NIER (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
HOMER2	DOOF (AD);OMIM (AD)
HOOK1	ANEURYSM (AD)
HOXA1	MR (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
HOXA11	BMF (AD);HEMOS (AD);LENGTE (AD);OMIM (AD)
HOXA13	DSD (AD);LENGTE (AD);OMIM (AD)
HOXA2	CFA (AD);OMIM (AD,AR);PCS (AR)
HOXA4	ANEURYSM (AD)
HOXB1	OMIM (AR);PCS (AR)
HOXB13	TUMOR (AD)
HOXB4	ANEURYSM (AD)
HOXC13	DERM (AR);OMIM (AR);PCS (AR)
HOXD10	HMSN (AD);OMIM (AD)
HOXD13	LENGTE (AD);OMIM (AD)
HPCA	OMIM (AR);PCS (AR)
HPD	METAB (AR);MR (AD,AR);OMIM (AD,AR);PCS (AR)
HPGD	DERM (AR);LENGTE (AR);OMIM (AR);PCS (AR)
HPRT1	BEWEGING (XL);METAB (XL);MR (XL);NIER (XLR);OMIM (XLR)
HPS1	BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)
HPS3	BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)
HPS4	BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)
HPS5	BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)
HPS6	BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)
HPSE2	OMIM (AR);PCS (AR)
HR	DERM (AD/AR);OMIM (AD,AR);PCS (AR)
HRAS	BLIND (AD);DERM (AD);LENGTE (AD);MR (AD);OMIM (AD);RAS (AD)
HRG	HEMOS (AR/AD);OMIM (AD)
HS6ST1	HH (AD);METAB (AR)
HS6ST2	OMIM (XLR)
HSCB	IJZER (AR,AD)
HSD11B1	METAB (AR);OMIM (AD)
HSD11B2	METAB (AR);NIER (AR);OMIM (AR);PCS (AR)
HSD17B10	EPI (AD);METAB (XL);MR (XL);OMIM (XLD);OXPHOS (XL)
HSD17B3	DSD (AR);METAB (AR);OMIM (AR);PCS (AR)
HSD17B4	BEWEGING (AR);DOOF (AR);EPI (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
HSD3B2	DSD (AR);METAB (AR);OMIM (AR);PCS (AR)
HSD3B7	LEVER (AR);METAB (AR);OMIM (AR);PCS (AR)
HSF4	BLIND (AD);OMIM (AD)
HSPA9	IJZER (AR,AD);LENGTE (AR);MR (AR);OMIM (AD,AR);OXPHOS (AR,AD);PCS (AR)
HSPB1	HMSN (AD);OMIM (AD)
HSPB3	HMSN (AD);OMIM (AD)
HSPB6	HART (AD)
HSPB8	HMSN (AD);OMIM (AD)
HSPD1	BEWEGING (AD);MR (AD);OMIM (AD,AR);OXPHOS (AR);PCS (AR)
HSPG2	ANEURYSM (AD);BLIND (AR);LENGTE (AR);OMIM (AR);PCS (AR);SPIER (AR)
HTR1A	OMIM (AD)
HTRA1	DERM (AR);OMIM (AD,AR);PCS (AR)
HTRA2	METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
HTT	OMIM (AD,AR)
HUWE1	CFA (XL);MR (XL);OMIM (XL)
HYAL1	DERM (AR);METAB (AR);OMIM (AR);PCS (AR)
HYAL2	CFA (AR)
HYDIN	CILIO (AR);OMIM (AR);PCS (AR)
HYLS1	CILIO (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)
HYOU1	IMMUUN (AR);OMIM (AR)
IARS1	LEVER (AR);MR (AR);OMIM (AR);PCS (AR)
IARS2	LENGTE (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
IBA57	BEWEGING (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
ICOS	IMMUUN (AR);OMIM (AR);PCS (AR)
ID4	LENGTE (AD)
IDH1	LENGTE (AD);TUMOR (AD)
IDH2	EPI (AD);LENGTE (AD);METAB (AR);OMIM (UK,AD,AR,XL,YL);TUMOR (AD)
IDH3B	BLIND (AR);METAB (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
IDI1	METAB (AR)
IDS	LENGTE (XLR);METAB (XL);MR (XL);OMIM (XLR)
IDUA	ANEURYSM (AR);DERM (AR);HART (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
IER3IP1	EPI (AR);MR (AR);OMIM (AR);PCS (AR)
IFIH1	EPI (AD);IMMUUN (AD,AR);LENGTE (AR);MR (AD);OMIM (AD)
IFITM5	LENGTE (AD);OMIM (AD)
IFNAR2	IMMUUN (AR);OMIM (AR);PCS (AR)
IFNG	ANEURYSM (AD);NIER (AD)
IFNGR1	IMMUUN (AD,AR);OMIM (AD,AR);PCS (AR)
IFNGR2	IMMUUN (AR);OMIM (AR);PCS (AR)
IFNLR1	DOOF (AD)
IFRD1	HMSN (UK,AR,AD,XL)
IFT122	CFA (AR);CILIO (AR);DERM (AR);LENGTE (AR);NIER (AR);OMIM (AR);PCS (AR)
IFT140	BLIND (AR);CILIO (AR);LENGTE (AR);LEVER (AR);NIER (AR);OMIM (AR);PCS (AR)
IFT172	BLIND (AR);CILIO (AR);LENGTE (AR);LEVER (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
IFT27	BLIND (AR);CILIO (AR);NIER (AR);OMIM (AR);PCS (AR)
IFT43	BLIND (AR);CFA (AR);CILIO (AR);DERM (AR);LENGTE (AR);LEVER (AR);NIER (AR);OMIM (AR);PCS (AR)
IFT52	CILIO (AR);LENGTE (AR);OMIM (AR);PCS (AR)
IFT57	OMIM (AR);PCS (AR)
IFT74	BLIND (AR);OMIM (AR);PCS (AR)
IFT80	CILIO (AR);LENGTE (AR);OMIM (AR);PCS (AR)
IFT81	BLIND (AR);CILIO (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)
IFT88	CFA (AD)
IGBP1	MR (XL);OMIM (XLR)
IGF1	LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)
IGF1R	LENGTE (AD,AR);MR (AD,AR);OMIM (AD,AR);PCS (AR)
IGF2	LENGTE (AD,IMP);OMIM (AD)
IGF2R	OMIM (UK,AD,AR,XL,YL)
IGFALS	LENGTE (AR,AD);OMIM (UK,AD,AR,XL,YL);PCS (AR)
IGFBP7	OMIM (AR);PCS (AR)
IGHG2	OMIM (UK,AD,AR,XL,YL)
IGHM	IMMUUN (AR);OMIM (AR);PCS (AR)
IGHMBP2	AKI (AR);HMSN (AR);OMIM (AR);PCS (AR);SPIER (AR)
IGKC	OMIM (AR);PCS (AR)
IGLL1	IMMUUN (AR);OMIM (AR);PCS (AR)
IGSF1	LENGTE (XLR);OMIM (XLR)
IGSF10	HH (AD)
IGSF3	OMIM (AR)
IHH	LENGTE (AR,AD);OMIM (AD,AR);PCS (AR)
IKBKB	IMMUUN (AR,AD);LENGTE (AR);OMIM (AD,AR);PCS (AR)
IKBKG	CFA (XL);DERM (XL);IMMUUN (XL);LENGTE (XLR,XLD);MR (XL);OMIM (XL)
IKZF1	IMMUUN (AD);OMIM (AD)
IKZF5	HEMOS (AD)
IL10	ANEURYSM (AD);IMMUUN (AR)
IL10RA	IMMUUN (AR);OMIM (AR);PCS (AR)
IL10RB	IMMUUN (AR);OMIM (AR);PCS (AR)
IL11RA	CFA (AR);OMIM (AR);PCS (AR)
IL12B	IMMUUN (AR);OMIM (AR);PCS (AR)
IL12RB1	IMMUUN (AR);OMIM (AR);PCS (AR)
IL17F	IMMUUN (AD);OMIM (UK,AD,AR,XL,YL)
IL17RA	DERM (AR);IMMUUN (AR);OMIM (AR);PCS (AR)
IL17RC	IMMUUN (AR);OMIM (AR);PCS (AR)
IL17RD	DERM (AD);HH (AD);OMIM (AD,AR)
IL1B	ANEURYSM (AD)
IL1RAPL1	MR (XL);OMIM (XLR)
IL1RN	DERM (AR);IMMUUN (AR);LENGTE (AR);OMIM (AR);PCS (AR)
IL2	IMMUUN (AR)
IL21	IMMUUN (AR);OMIM (AR)
IL21R	IMMUUN (AR);OMIM (AR);PCS (AR)
IL2RA	IMMUUN (AR);OMIM (AR);PCS (AR)
IL2RB	OMIM (AR)
IL2RG	IMMUUN (XL);LENGTE (XLR);OMIM (XLR);SCID (XL)
IL31RA	DERM (AD);OMIM (AD)
IL36RN	DERM (AR);IMMUUN (AR);OMIM (AR);PCS (AR)
IL6R	ANEURYSM (AD)
IL6ST	LENGTE (AR);OMIM (UK,AD,AR,XL,YL)
IL7R	IMMUUN (AR);OMIM (AR);PCS (AR);SCID (AR)
ILDR1	DOOF (AR);OMIM (AR);PCS (AR)
ILK	HART (AD)
IMPA1	MR (AR);OMIM (AR);PCS (AR)
IMPAD1	LENGTE (AR);METAB (AR);OMIM (AR);PCS (AR)
IMPDH1	BLIND (AD);METAB (AR);OMIM (AD)
IMPG1	BLIND (AD);OMIM (AD)
IMPG2	BLIND (AR,AD);OMIM (AD,AR);PCS (AR)
INF2	HMSN (AD);NIER (AD);OMIM (AD)
ING1	OMIM (UK,AD,AR,XL,YL)
INO80	IMMUUN (AR)
INPP5E	BLIND (AR);CILIO (AR);METAB (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
INPP5K	MR (AR);OMIM (AR);PCS (AR);SPIER (AR)
INPPL1	LENGTE (AR);METAB (AR);OMIM (AR);PCS (AR)
INS	OMIM (AD,AR)
INSL3	OMIM (AD)
INSR	DERM (AD/AR);IMMUUN (AR);LEVER (AR/AD);METAB (AD);OMIM (AD,AR);PCS (AR)
INTS1	OMIM (UK,AD,AR,XL,YL)
INTS8	OMIM (AR)
INTU	CFA (AR);CILIO (AR);LENGTE (AR);NIER (AR);OMIM (AR);PCS (AR)
INVS	BLIND (AR);CILIO (AR);LEVER (AR);NIER (AR);OMIM (AR);PCS (AR)
IPMK	TUMOR (AD)
IQCB1	BLIND (AR);CILIO (AR);NIER (AR);OMIM (AR);PCS (AR)
IQCE	OMIM (AR)
IQSEC2	EPI (XL);MR (XL);OMIM (XLD)
IRAK1	IMMUUN (XL)
IRAK4	IMMUUN (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
IREB2	METAB (AR);OMIM (AR)
IRF1	OMIM (UK,AD,AR,XL,YL)
IRF2BP2	IMMUUN (AD);OMIM (AD)
IRF2BPL	EPI (AD);MR (AD);OMIM (AD)
IRF3	IMMUUN (AD)
IRF4	DERM (AD);IMMUUN (AR)
IRF6	CFA (AD);DERM (AD);OMIM (AD)
IRF7	IMMUUN (AR);OMIM (AR);PCS (AR)
IRF8	IMMUUN (AD,AR);OMIM (AD,AR);PCS (AR)
IRF9	OMIM (AR)
IRS4	OMIM (XLR)
IRX1	BLIND (AD)
IRX2	ANEURYSM (AD)
IRX4	ANEURYSM (AD)
IRX5	OMIM (AR);PCS (AR)
ISCA1	OMIM (AR);OXPHOS (AR);PCS (AR)
ISCA2	BEWEGING (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
ISCU	OMIM (AR);OXPHOS (AR);PCS (AR);SPIER (AR)
ISG15	IMMUUN (AR);OMIM (AR);PCS (AR)
ITCH	IMMUUN (AR);METAB (AR);OMIM (AR);PCS (AR)
ITGA2	HEMOS (AD)
ITGA2B	HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)
ITGA3	DERM (AR);NIER (AR);OMIM (AR);PCS (AR)
ITGA6	ANEURYSM (AD);DERM (AR);OMIM (AR);PCS (AR)
ITGA7	MR (AR);OMIM (AR);PCS (AR);SPIER (AR)
ITGA8	NIER (AR);OMIM (AR);PCS (AR)
ITGB2	IMMUUN (AR);OMIM (AR);PCS (AR)
ITGB3	HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)
ITGB4	DERM (AD/AR);OMIM (AD,AR);PCS (AR)
ITGB6	CFA (AR);DERM (AR);OMIM (AR);PCS (AR)
ITK	IMMUUN (AR);OMIM (AR);PCS (AR)
ITM2B	OMIM (AD)
ITPA	EPI (AR);HART (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
ITPR1	BEWEGING (AD);BLIND (AR,AD);MR (AD);OMIM (AD,AR)
ITPR2	OMIM (AR)
IVD	BMF (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
IYD	OMIM (AR);PCS (AR)
JAG1	ANEURYSM (AD);BLIND (AD);CHD (AD);HART (AD);LEVER (AD);MR (AD);NIER (AD);OMIM (AD)
JAGN1	BMF (AR);IMMUUN (AR);OMIM (AR);PCS (AR)
JAK1	IMMUUN (AD,AR)
JAK2	HEMOS (AD/somatic);IJZER (AD,);IMMUUN (AD,AR);OMIM (UK,AD,AR,XL,YL)
JAK3	IMMUUN (AR);OMIM (AR);PCS (AR);SCID (AR)
JAM3	BLIND (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)
JMJD1C	MR (AD)
JPH1	OMIM (AD,AR);PCS (AR)
JPH2	HART (AD);OMIM (AD)
JPH3	OMIM (AD)
JUP	DERM (AD/AR);HART (AD/AR);OMIM (AD,AR);PCS (AR)
KALRN	PCS (AR)
KANK1	MR (AD);OMIM (UK,AD,AR,XL,YL)
KANK2	DERM (AR);NIER (AR);OMIM (AR);PCS (AR)
KANSL1	EPI (AD);MR (AD);OMIM (AD)
KARS1	DOOF (AR);HMSN (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
KAT6A	MR (AD);OMIM (AD)
KAT6B	CFA (AD,AR);DERM (AD);LENGTE (AD);MR (AD);OMIM (AD)
KATNB1	BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)
KBTBD13	OMIM (AD);SPIER (AD)
KCNA1	BEWEGING (AD);EPI (AD);OMIM (AD)
KCNA2	BEWEGING (AD);EPI (AD);METAB (AD);MR (AD);OMIM (AD)
KCNA4	MR (AR);OMIM (AR)
KCNA5	HART (AD);OMIM (AD)
KCNB1	EPI (AD);MR (AD);OMIM (AD)
KCNC1	BEWEGING (AD);EPI (AD);MR (AD);OMIM (AD)
KCNC3	BEWEGING (AD);MR (AD);OMIM (AD)
KCND2	HART (AD)
KCND3	BEWEGING (AD);HART (AD);OMIM (AD)
KCNE1	DOOF (AR);HART (AD);OMIM (AD,AR);PCS (AR)
KCNE2	HART (AD);OMIM (AD)
KCNE3	HART (AD);OMIM (UK,AD,AR,XL,YL)
KCNE4	HART (AD)
KCNE5	HART (XL)
KCNH1	DERM (AD);EPI (AD);MR (AD);OMIM (AD)
KCNH2	HART (AD);OMIM (AD)
KCNJ1	NIER (AR);OMIM (AR);PCS (AR)
KCNJ10	BEWEGING (AR);DOOF (AD,AR);EPI (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
KCNJ11	EPI (AD);HART (AD/AR);METAB (AD,AR);MR (AD);OMIM (AD,AR);PCS (AR)
KCNJ13	BLIND (AR,AD);OMIM (AD,AR);PCS (AR)
KCNJ2	HART (AD);LENGTE (AD);OMIM (AD);SPIER (AD)
KCNJ5	HART (AD);NIER (AD);OMIM (AD)
KCNJ6	BEWEGING (AD);MR (AD);OMIM (AD)
KCNJ8	HART (AD)
KCNK3	HART (AD);OMIM (AD)
KCNK4	MR (AD);OMIM (AD)
KCNK9	DERM (AD);MR (AD);OMIM (UK,AD,AR,XL,YL)
KCNMA1	BEWEGING (AD);EPI (AD);OMIM (AD,AR)
KCNN3	HART (AD);OMIM (AD)
KCNN4	OMIM (AD)
KCNQ1	DOOF (AR);HART (AD);OMIM (AD,AR);PCS (AR)
KCNQ1OT1	OMIM (AD)
KCNQ2	EPI (AD);MR (AD);OMIM (AD)
KCNQ3	EPI (AD);MR (AD);OMIM (AD)
KCNQ4	DOOF (AD);OMIM (AD)
KCNQ5	MR (AD);OMIM (AD)
KCNT1	EPI (AD);MR (AD);OMIM (AD)
KCNT2	OMIM (AD)
KCNV2	BLIND (AR);OMIM (AR);PCS (AR)
KCTD1	OMIM (AD)
KCTD17	OMIM (AD)
KCTD3	CILIO (AR)
KCTD7	BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)
KDF1	CFA (AD);DERM (AD);OMIM (AD)
KDM1A	CFA (AD);MR (AD);OMIM (AD)
KDM3B	MR (AD)
KDM5B	MR (AR);OMIM (AR)
KDM5C	EPI (XL);MR (XL);OMIM (XLR)
KDM6A	CFA (XL);IMMUUN (XLD);MR (XL);OMIM (XLD)
KDM6B	MR (AD,AR);OMIM (AD)
KDR	OMIM (UK,AD,AR,XL,YL)
KDSR	DERM (AR);HEMOS (AR);OMIM (AR)
KERA	BLIND (AR);OMIM (AR);PCS (AR)
KHDC3L	OMIM (AR);PCS (AR)
KIAA0556	CILIO (AR);NIER (AR);OMIM (AR)
KIAA0586	CILIO (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)
KIAA0753	CILIO (AR);LENGTE (AR);OMIM (AR);PCS (AR)
KIAA0825	OMIM (AR)
KIAA1109	MR (AR);OMIM (AR);PCS (AR)
KIAA1549	BLIND (AR);OMIM (AR)
KIDINS220	BEWEGING (AD);MR (AD);OMIM (AD)
KIF11	BLIND (AD);DERM (AD);MR (AD);OMIM (AD)
KIF14	CILIO (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
KIF1A	BEWEGING (AD,AR);HMSN (AR);MR (AD);OMIM (AD,AR);OXPHOS (AD);PCS (AR)
KIF1B	HMSN (AD);OMIM (AD);TUMOR (AD)
KIF1C	BEWEGING (AR);OMIM (AR);PCS (AR)
KIF21A	BLIND (AD);OMIM (AD)
KIF22	LENGTE (AD);OMIM (AD)
KIF23	IJZER (AR)
KIF2A	MR (AD);OMIM (AD)
KIF4A	MR (XL);OMIM (XLR)
KIF5A	BEWEGING (AD);HMSN (AD);OMIM (AD)
KIF5C	AKI (AD);MR (AD);OMIM (AD)
KIF7	BLIND (AR);CILIO (AR);LENGTE (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
KIFBP	MR (AR);OMIM (AR);PCS (AR)
KIRREL1	NIER (AR)
KIRREL3	MR (AD)
KISS1	HH (AR);OMIM (AR)
KISS1R	HH (AR);OMIM (AD,AR);PCS (AR)
KIT	DERM (AD);OMIM (UK,AD,AR,XL,YL);TUMOR (AD)
KITLG	DERM (AD);DOOF (AD);OMIM (AD)
KIZ	BLIND (AR);OMIM (AR);PCS (AR)
KL	LENGTE (AR);NIER (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
KLB	HH (AD)
KLC2	OMIM (AR);PCS (AR)
KLF1	BMF (AD);IJZER (AD);OMIM (AD)
KLF10	HART (AD/AR)
KLF11	OMIM (UK,AD,AR,XL,YL)
KLF6	OMIM (UK,AD,AR,XL,YL)
KLF7	MR (AD)
KLHL10	OMIM (AD)
KLHL15	MR (XL);OMIM (XLR)
KLHL24	DERM (AD);HART (AR);OMIM (AD)
KLHL3	NIER (AD,AR);OMIM (AD,AR);PCS (AR)
KLHL40	AKI (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR);SPIER (AR)
KLHL41	AKI (AR);OMIM (AR);PCS (AR);SPIER (AR)
KLHL7	BLIND (AD);OMIM (AD,AR)
KLHL9	SPIER (AD)
KLK4	CFA (AR);DERM (AR);OMIM (AR);PCS (AR)
KLKB1	HEMOS (AR);OMIM (AR);PCS (AR)
KLLN	DERM (AD);OMIM (UK,AD,AR,XL,YL);TUMOR (AD)
KMT2A	LENGTE (AD);METAB (AR);MR (AD);OMIM (AD)
KMT2B	BEWEGING (AD);MR (AD);OMIM (AD);PCS (AR)
KMT2C	MR (AD);OMIM (AD)
KMT2D	ANEURYSM (AD);CFA (AD);CHD (AD);DERM (AD);HART (AD);IMMUUN (AD);METAB (AR);MR (AD);OMIM (AD)
KMT2E	MR (AD);OMIM (AD)
KMT5B	MR (AD);OMIM (AD)
KNG1	HEMOS (AR)
KNL1	MR (AR);OMIM (AR);PCS (AR)
KPTN	EPI (AR);MR (AR);OMIM (AR);PCS (AR)
KRAS	ANEURYSM (AD);CHD (AD);DERM (AD);HART (AD);HEMOS (AD);LENGTE (AD);MR (AD);OMIM (UK,AD,AR,XL,YL);RAS (AD);TUMOR (AD)
KREMEN1	CFA (AR);OMIM (AR)
KRIT1	OMIM (AD)
KRT1	DERM (AD);OMIM (AD,AR)
KRT10	DERM (AD/AR);OMIM (AD,AR);PCS (AR)
KRT12	BLIND (AD);OMIM (AD)
KRT13	DERM (AD);OMIM (AD)
KRT14	DERM (AD/AR);OMIM (AD,AR);PCS (AR)
KRT16	DERM (AD);OMIM (AD)
KRT17	DERM (AD);OMIM (AD)
KRT18	OMIM (AR);PCS (AR)
KRT2	DERM (AD);OMIM (AD)
KRT25	OMIM (AR)
KRT3	BLIND (AD);OMIM (AD)
KRT4	DERM (AD);OMIM (AD)
KRT5	DERM (AD);OMIM (AD,AR);PCS (AR)
KRT6A	DERM (AD);OMIM (UK,AD,AR,XL,YL)
KRT6B	DERM (AD);OMIM (UK,AD,AR,XL,YL)
KRT6C	DERM (AD);OMIM (AD)
KRT71	DERM (AD);OMIM (AD)
KRT74	DERM (AD);OMIM (AD,AR)
KRT75	DERM (AD)
KRT8	OMIM (AR);PCS (AR)
KRT81	DERM (AD);OMIM (AD)
KRT83	DERM (AD);OMIM (AD,AR)
KRT85	DERM (AR);OMIM (AR);PCS (AR)
KRT86	DERM (AD);OMIM (AD)
KRT9	DERM (AD);OMIM (AD)
KY	OMIM (AR);PCS (AR)
KYNU	OMIM (AR);PCS (AR)
L1CAM	BEWEGING (XL);MR (XL);OMIM (XLR)
L2HGDH	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
LACC1	IMMUUN (AR)
LACTB	OXPHOS (AR)
LAGE3	NIER (XL);OMIM (XLR)
LAMA1	BEWEGING (AR);BLIND (AR);MR (AR);OMIM (AR);PCS (AR)
LAMA2	HART (AR);MR (AR);OMIM (AR);PCS (AR);SPIER (AR)
LAMA3	DERM (AR);OMIM (AR);PCS (AR)
LAMA4	HART (AD);OMIM (AD)
LAMB1	BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)
LAMB2	BLIND (AR);NIER (AR);OMIM (AR);PCS (AR)
LAMB3	CFA (AD);DERM (AR);OMIM (AD,AR);PCS (AR)
LAMC2	DERM (AR);OMIM (AR);PCS (AR)
LAMC3	MR (AR);OMIM (AR);PCS (AR)
LAMP2	HART (XLD);METAB (AR);MR (XL);OMIM (XLD);SPIER (XL)
LAMTOR2	DERM (AR);IMMUUN (AR);OMIM (AR);PCS (AR)
LARGE1	METAB (AR);MR (AR);OMIM (AR);PCS (AR);SPIER (AR)
LARP7	MR (AR);OMIM (AR);PCS (AR)
LARS1	LEVER (AR);OMIM (AR);PCS (AR)
LARS2	DOOF (AR);IJZER (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
LAS1L	MR (XL);OMIM (XLR)
LAT	IMMUUN (AR);OMIM (AR);PCS (AR);SCID (AR)
LBR	CILIO (AD/AR);LENGTE (AR,AD);OMIM (AD,AR);PCS (AR)
LBX1	LENGTE (AD)
LCA5	BLIND (AR);CILIO (AR);OMIM (AR);PCS (AR)
LCAT	METAB (AR);NIER (AR);OMIM (AR);PCS (AR)
LCK	IMMUUN (AR);OMIM (AR);PCS (AR);SCID (AR)
LCT	METAB (AR);OMIM (AR);PCS (AR)
LDB3	HART (AD);OMIM (AD);SPIER (AD)
LDHA	DERM (AR);METAB (AR);OMIM (AR);PCS (AR);SPIER (AR)
LDHB	METAB (AR)
LDHD	OMIM (AR)
LDLR	ANEURYSM (AD);OMIM (AD)
LDLRAP1	DERM (AR);OMIM (AR);PCS (AR)
LEF1	OMIM (UK,AD,AR,XL,YL)
LEFTY2	CHD (AR,AD);HART (AD/AR)
LEMD2	BLIND (AR);OMIM (AR);PCS (AR)
LEMD3	DERM (AD);LENGTE (AD);OMIM (AD)
LEP	ANEURYSM (AD);HH (AR);OMIM (AR);PCS (AR)
LEPR	HH (AR);OMIM (AR);PCS (AR)
LFNG	LENGTE (AR);METAB (AR);OMIM (AR);PCS (AR)
LGI1	EPI (AD);OMIM (AD)
